Name,Date,Time (East Coast),Location,Hist Ave Max Wind Speed,Hist Ave Visibility,Sea Level Pressure,Hist Ave Sea Level Pressure,Day Length,Notes,High Temp,Low Temp,Ave Temp,Temp at Launch Time,Hist High Temp,Hist Low Temp,Hist Ave Temp,Percipitation at Launch Time,Hist Ave Percipitation,Max Wind Speed,Visibility,Wind Speed at Launch Time,Crewed or Uncrewed,Wind Direction,Condition,Launched?
,18-Aug-77,,Cape Canaveral,,,30.04,,13:03,,94,0,76.36,,91,73,82,0,0.24,14,10,,,SW,Partly Cloudy,
,19-Aug-77,,Cape Canaveral,,,30.03,,13:02,,95,76,84.54,,90,73,82,0,0.26,21,15,,,W,Cloudy,
Voyager 2,20-Aug-77,15:29,Cape Canaveral,,,30.03,,13:00,,91,0,74.48,83,90,73,82,0,0.24,14,10,12,Uncrewed,W,Cloudy,Y
,21-Aug-77,,Cape Canaveral,,,30,,12:59,,91,0,75.25,,90,73,82,0,0.24,15,10,,,SW,Cloudy,
,22-Aug-77,,Cape Canaveral,,,29.96,,12:57,,88,0,76.14,,90,73,82,0,0.25,20,10,,,W,Cloudy,
,29-Feb-72,,Cape Canaveral,,,30.14,,11:34,,78,0,54.72,,75,53,64,0,0.11,16,10,,,W,Cloudy,
,01-Mar-72,,Cape Canaveral,,,30.15,,11:35,,65,0,56.08,,75,53,64,0.06,0.1,17,7,,,N,Rain,
 Pioneer 10,02-Mar-72,NA,Cape Canaveral,,,30.16,,11:37,,70,49,58.13,52,75,54,64,0,0.1,14,10,7,Uncrewed,N,Partly Cloudy,Y
,03-Mar-72,,Cape Canaveral,,,30.03,,11:39,,77,52,67.45,,75,54,64,0,0.1,14,10,,,E,Partly Cloudy,
,04-Mar-72,,Cape Canaveral,,,29.97,,11:40,,90,68,76.13,,75,54,65,0.1,0.1,16,10,,,S,Rain,
,04-Apr-73,,Cape Canaveral,,,30.07,,12:32,,78,56,68.54,,79,58,69,0,0.08,15,20,,,NE,Fair,
,05-Apr-73,,Cape Canaveral,,,30.08,,12:34,,79,69,73.75,,79,58,69,0,0.08,20,15,,,SE,Fair,
Pioneer 11,06-Apr-73,3:11,Cape Canaveral,,,30.09,,12:35,,80,71,75.13,79,79,58,69,0,0.08,18,15,16,Uncrewed,SE,Partly Cloudy,Y
,07-Apr-73,,Cape Canaveral,,,30.06,,12:37,,83,73,77.26,,80,58,69,0.13,0.08,18,15,,,S,Cloudy,
,08-Apr-73,,Cape Canaveral,,,30.02,,12:39,,84,77,79.23,,80,59,69,0.05,0.08,19,15,,,SE,Cloudy,
,03-Feb-67,,Cape Canaveral,,,30.06,,10:55,,69,52,60.04,,73,50,62,0,0.1,24,20,,,W,Thunder,
,04-Feb-67,,Cape Canaveral,,,30.21,,10:56,,61,45,52.46,,73,50,62,0,0.09,16,20,,,NW,Cloudy,
Lunar Orbiter 3,05-Feb-67,2:17,Cape Canaveral,,,30.03,,10:59,,71,0,49.66,70,73,51,62,0,0.09,12,15,2,Uncrewed,E,Cloudy,Y
,06-Feb-67,,Cape Canaveral,,,30.04,,11:01,,65,0,50.86,,73,51,62,0,0.08,23,20,,,NW,Cloudy,
,07-Feb-67,,Cape Canaveral,,,30.17,,11:02,,60,44,50.96,,73,51,62,0,0.09,12,20,,,N,Fair,
,02-May-67,,Cape Canaveral,,,30.01,,13:15,,80,58,71.38,,83,64,74,0,0.06,16,10,,,SE,Fair,
,03-May-67,,Cape Canaveral,,,30,,13:17,,82,65,75.58,,84,64,74,0,0.06,17,10,,,S,Fair,
Lunar Orbiter 4,04-May-67,23:25,Cape Canaveral,,,30.03,,13:18,,81,66,75.17,76,84,64,74,0,0.07,14,10,12,Uncrewed,E,Partly Cloudy,Y
,05-May-67,,Cape Canaveral,,,30.03,,13:19,,82,67,75.3,,84,64,74,0,0.06,15,10,,,E,Partly Cloudy,
,06-May-67,,Cape Canaveral,,,30.03,,13:21,,81,0,50.49,,84,65,74,0.04,0.08,13,10,,,N,Cloudy,
,30-Jul-67,,Cape Canaveral,,,30.03,,13:30,,91,76,81.13,,91,73,82,0.1,0.21,15,20,,,S,T-Storm,
,31-Jul-67,,Cape Canaveral,,,30.05,,13:28,,89,0,65.72,,91,73,82,1.8,0.21,16,20,,,S,Rain,
Lunar Orbiter 5,01-Aug-67,23:32,Cape Canaveral,,,30.01,,13:27,,89,0,77.4,81,91,73,82,0,0.24,21,15,6,Uncrewed,SE,Partly Cloudy,Y
,02-Aug-67,,Cape Canaveral,,,29.95,,13:26,,88,0,68.44,,91,73,82,0.4,0.24,16,10,,,W,Cloudy,
,03-Aug-67,,Cape Canaveral,,,29.98,,13:25,,90,76,82.35,,91,73,82,0,0.23,20,10,,,SW,Partly Cloudy,
,09-Oct-68,,Cape Canaveral,,,30.03,,11:39,,81,0,72.46,,86,70,78,0,0.2,18,15,,,E,Cloudy,
,10-Oct-68,,Cape Canaveral,,,30.04,,11:37,,81,64,71.61,,85,70,78,0,0.18,16,15,,,NE,Fair,
Apollo 7,11-Oct-68,16:02,Cape Canaveral,,,30.03,,11:36,,80,61,70.82,73,85,69,77,0,0.18,13,15,10,Crewed,W,Fair,Y
,12-Oct-68,,Cape Canaveral,,,30.11,,11:34,,79,0,67.39,,85,69,77,0,0.18,17,15,,,NW,Partly Cloudy,
,13-Oct-68,,Cape Canaveral,,,30.17,,11:32,,78,60,69.68,,85,69,77,0,0.16,17,15,,,N,Partly Cloudy,
,19-Dec-68,,Cape Canaveral,,,30.39,,10:21,,60,36,49.13,,73,52,62,0,0.1,15,20,,,N,Fair,
,20-Dec-68,,Cape Canaveral,,,30.32,,10:21,,73,53,65.04,,73,52,62,0,0.09,16,20,,,NE,Cloudy,
Apollo 8,21-Dec-68,13:51,Cape Canaveral,,,30.27,,10:21,,76,0,62.61,74,72,52,62,0,0.09,10,20,6,Crewed,N,Cloudy,Y
,22-Dec-68,,Cape Canaveral,,,30.29,,10:21,,76,63,68.75,,72,52,62,0,0.09,12,20,,,NE,Cloudy,
,23-Dec-68,,Cape Canaveral,,,30.21,,10:21,,76,62,69.39,,72,51,62,0,0.08,15,20,,,E,Cloudy,
,14-Jul-69,,Kennedy,,,30.03,,13:45,,95,0,71.96,,91,73,82,0,0.17,32,15,,,W,Partly Cloudy,
,15-Jul-69,,Kennedy,,,30.11,,13:44,,89,0,72.33,,91,73,82,0,0.18,18,20,,,E,Partly Cloudy,
Apollo 11,16-Jul-69,14:32,Kennedy,,,30.08,,13:44,,91,0,58.3,89,91,73,82,1.2,0.17,29,20,15,Crewed,E,Rain,Y
,17-Jul-69,,Kennedy,,,30.03,,13:43,,91,0,65.36,,91,73,82,0.5,0.18,17,20,,,E,Thunder,
,18-Jul-69,,Kennedy,,,30.06,,13:42,,90,0,68.35,,91,73,82,0,0.17,17,20,,,S,Cloudy,
,12-Nov-69,,Kennedy,,,30.21,,10:48,,78,58,69.79,,79,60,70,0,0.1,13,20,,,E,Cloudy,
,13-Nov-69,,Kennedy,,,30.2,,10:47,,80,72,75.75,,79,60,70,0,0.1,16,20,,,E,Cloudy,
Apollo 12,14-Nov-69,17:22,Kennedy,,,30.11,,10:46,,81,73,76.45,78,79,60,69,0,0.1,17,20,12,Crewed,NE,Fair,Y
,15-Nov-69,,Kennedy,,,30.11,,10:45,,83,0,68.79,,79,60,69,0,0.09,16,20,,,S,Cloudy,
,16-Nov-69,,Kennedy,,,29.96,,10:43,,81,0,59.39,,78,59,69,0.12,0.09,17,15,,,SE,Cloudy,
,09-Apr-70,,Kennedy,,,30.3,,12:40,,78,0,68.65,,80,59,69,0,0.08,21,20,,,E,Cloudy,
,10-Apr-70,,Kennedy,,,30.27,,12:42,,83,0,72.87,,80,59,69,0,0.07,17,20,,,E,Partly Cloudy,
Apollo 13,11-Apr-70,20:13,Kennedy,,,30.06,,12:44,,85,0,69.04,78,80,59,70,0,0.08,17,20,9,Crewed,SW,Cloudy,Y
,12-Apr-70,,Kennedy,,,30.14,,12:45,,76,59,68.19,,80,59,70,0,0.07,18,20,,,N,Fair,
,13-Apr-70,,Kennedy,,,30.24,,12:47,,78,0,62.85,,80,59,70,0,0.07,18,20,,,NE,Cloudy,
,07-Feb-71,,Kennedy,,,30.08,,11:01,,82,64,72.04,,73,51,62,0,0.08,14,10,,,S,Cloudy,
,08-Feb-71,,Kennedy,,,29.97,,11:03,,70,0,59.52,,73,51,62,1.2,0.09,13,10,,,E,Rain,
Apollo 14,09-Feb-71,22:03,Kennedy,,,30.15,,11:04,,71,0,58.26,70,73,51,62,0,0.08,13,15,5,Crewed,N,Fair,Y
,10-Feb-71,,Kennedy,,,30.13,,11:06,,76,0,68.46,,73,51,62,0,0.09,16,15,,,E,Cloudy,
,11-Feb-71,,Kennedy,,,30.29,,11:07,,84,0,67.73,,73,51,62,0.1,0.08,17,10,,,W,Cloudy,
,24-Jul-71,,Kennedy,,,30.1,,13:36,,90,73,82.87,,91,73,82,0,0.2,21,10,,,E,Partly Cloudy,
,25-Jul-71,,Kennedy,,,30.21,,13:35,,93,78,85.68,,91,73,82,0,0.2,15,7,,,NE,Partly Cloudy,
Apollo 15,26-Jul-71,14:34,Kennedy,,,30.15,,13:34,,93,0,83.05,91,91,73,82,0,0.21,16,10,15,Crewed,SE,Partly Cloudy,Y
,27-Jul-71,,Kennedy,,,30.16,,13:32,,92,83,87.45,,91,73,82,0,0.2,17,10,,,E,Partly Cloudy,
,28-Jul-71,,Kennedy,,,30.14,,13:31,,93,0,82.78,,91,73,82,0,0.21,18,15,,,E,Partly Cloudy,
,14-Apr-72,,Kennedy,,,30.01,,12:49,,87,0,74.36,,81,60,70,0,0.07,14,7,,,E,Cloudy,
,15-Apr-72,,Kennedy,,,30.04,,12:50,,87,0,66.71,,81,60,70,0.1,81,21,7,,,NE,Partly Cloudy,
Apollo 16,16-Apr-72,18:54,Kennedy,,,30.11,,12:51,,88,71,77.67,78,81,60,70,0,0.07,14,10,8,Crewed,E,Cloudy,Y
,17-Apr-72,,Kennedy,,,30.14,,12:53,,89,74,79.48,,81,60,71,0,0.06,13,15,,,E,Cloudy,
,18-Apr-72,,Kennedy,,,30.07,,12:55,,89,0,73.32,,81,60,71,0,0.07,20,10,,,NE,Fair,
,21-Mar-65,,Cape Canaveral,,,30.04,,12:09,,71,0,51.24,,77,56,67,0.2,0.11,23,15,,,SE,Rain,
,22-Mar-65,,Cape Canaveral,,,29.87,,12:11,,86,0,69.29,,77,56,67,0,0.1,17,15,,,W,Partly Cloudy,
Gemini 3,23-Mar-65,15:24,Cape Canaveral,,,29.99,,12:13,,79,56,65.04,70,78,56,67,0,0.11,17,10,11,Crewed,NW,Fair,Y
,24-Mar-65,,Cape Canaveral,,,30.04,,12:14,,85,56,67.87,,78,56,67,0,0.11,14,20,,,W,Fair,
,25-Mar-65,,Cape Canaveral,,,30.18,,12:16,,75,0,55.74,,78,56,67,0,0.11,14,30,,,W,Cloudy,
,01-Jun-65,,Cape Canaveral,,,29.99,,13:48,,99,72,83.77,,88,70,79,0,0.19,15,20,,,W,Partly Cloudy,
,02-Jun-65,,Cape Canaveral,,,29.99,,13:49,,95,0,77.68,,88,71,79,0,0.2,14,10,,,W,Fair,
Gemini 4,03-Jun-65,16:15,Cape Canaveral,,,30,,13:49,,97,75,84.81,98,88,71,79,0,0.19,13,10,8,Crewed,E,Partly Cloudy,Y
,04-Jun-65,,Cape Canaveral,,,30.91,,13:50,,97,76,84.76,,88,71,80,0,0.2,14,10,,,NE,Fair,
,05-Jun-65,,Cape Canaveral,,,29.99,,13:51,,88,74,81.76,,88,71,80,0,0.2,9,10,,,E,Partly Cloudy,
,19-Aug-65,,Cape Canaveral,,,30.01,,13:02,,92,0,70.85,,90,73,82,0.6,0.26,15,10,,,SW,Rain,
,20-Aug-65,,Cape Canaveral,,,30.06,,13:00,,92,0,68.3,,90,73,82,0.1,0.24,17,10,,,SE,Cloudy,
Gemini 5,21-Aug-65,14:59,Cape Canaveral,,,30.06,,12:59,,90,0,74.52,79,90,73,82,0.5,0.24,23,10,15,Crewed,S,Cloudy,Y
,22-Aug-65,,Cape Canaveral,,,30.04,,12:57,,90,73,90.79,,90,73,82,0,0.25,13,10,,,S,Partly Cloudy,
,23-Aug-65,,Cape Canaveral,,,30.06,,12:56,,90,73,82,,90,73,82,0,0.24,9,10,,,E,Cloudy,
,02-Dec-65,,Cape Canaveral,,,30.08,,10:28,,84,62,72.5,,76,56,66,0.05,0.08,15,20,,,W,Rain,
,03-Dec-65,,Cape Canaveral,,,30.17,,10:27,,68,51,60.74,,75,56,66,0,0.09,17,20,,,NE,Partly Cloudy,
Gemini 7,04-Dec-65,20:03,Cape Canaveral,,,30.19,,10:27,,77,67,71.52,71,75,55,65,0,0.08,15,10,12,Crewed,E,Cloudy,Y
,05-Dec-65,,Cape Canaveral,,,30.1,,10:26,,73,0,48.91,,75,55,65,1.2,0.09,14,7,,,E,T-Storm,
,06-Dec-65,,Cape Canaveral,,,30.11,,10:25,,66,0,53.52,,75,55,65,0,0.09,17,20,,,NW,Cloudy,
,14-Mar-66,,Cape Canaveral,,,30.02,,11:57,,79,0,46.55,,76,55,66,0,0.11,29,20,,,S,Cloudy,
,15-Mar-66,,Cape Canaveral,,,29.96,,11:59,,81,0,56.14,,77,55,66,0,0.11,20,20,,,S,Cloudy,
Gemini 8,16-Mar-66,17:41,Cape Canaveral,,,29.95,,12:00,,85,0,64.81,80,77,55,66,0,0.11,16,15,4,Crewed,S,Cloudy,Y
,17-Mar-66,,Cape Canaveral,,,30.04,,12:02,,76,0,65.56,,77,55,66,0,0.12,14,10,,,NE,Partly Cloudy,
,18-Mar-66,,Cape Canaveral,,,30.11,,12:04,,77,67,71.76,,77,55,66,0,0.11,18,10,,,SE,Fair,
,01-Jun-66,,Cape Canaveral,,,29.87,,13:48,,88,75,81.5,,88,70,79,0,0.19,17,20,,,SE,Cloudy,
,02-Jun-66,,Cape Canaveral,,,29.88,,13:49,,88,75,80.96,,88,71,79,0,0.2,16,15,,,E,Partly Cloudy,
Gemini 9A,03-Jun-66,14:39,Cape Canaveral,,,29.96,,13:49,,87,0,74.4,83,88,71,79,0,0.19,15,15,6,Crewed,E,Cloudy,Y
,04-Jun-66,,Cape Canaveral,,,29.96,,13:50,,86,79,81.79,,88,71,80,0,0.2,17,10,,,E,Partly Cloudy,
,05-Jun-66,,Cape Canaveral,,,29.88,,13:50,,87,0,78.54,,88,71,80,0.1,0.2,17,15,,,NE,Rain,
,25-May-20,,Cape Canaveral,,,29.92,,13:43,,79,72,74.91,,87,69,78,0.16,0.15,18,10,,,E,Light Rain,
,26-May-20,,Cape Canaveral,,,29.87,,13:43,T-Storm at night,85,74,78,,87,69,78,1.68,0.14,17,10,,,SW,Cloudy,
Space X Dragon,27-May-20,16:33,Cape Canaveral,,,29.98,,13:44,,86,70,75.02,74,87,70,79,0.28,0.15,32,10,25,Crewed,S,Heavy T-Storm,N
,28-May-20,,Cape Canaveral,,,30.08,,13:45,,87,71,79.36,,87,70,79,0,0.15,20,10,,,S,Thunder,
,29-May-20,,Cape Canaveral,,,30.05,,13:46,,86,72,79.5,,88,70,79,0.01,0.16,18,10,,,SE,Fair,
,28-May-20,,Cape Canaveral,,,30.08,,13:45,,87,71,79.36,,87,70,79,0,0.15,20,10,,,S,Thunder,
,29-May-20,,Cape Canaveral,,,30.05,,13:46,,86,72,79.5,,88,70,79,0.01,0.16,18,10,,,SE,Fair,
Space X Dragon,30-May-20,20:22,Cape Canaveral,,,30.03,,13:47,Rain before launch,87,75,79.69,80,88,70,79,0,0.16,16,10,7,Crewed,SE,Fair,Y
,31-May-20,,Cape Canaveral,,,30.01,,13:47,,87,72,79.7,,88,70,79,0.46,0.16,13,10,,,E,Cloudy,
,01-Jun-20,,Cape Canaveral,,,30.08,,13:48,,85,76,80.31,,88,70,79,0,0.19,16,10,,,E,Cloudy,
